"","place","ward.A","dist.A","reg.A","pwd.A","wd.A","wdr.A","ward.B","dist.B","reg.B","wd.B","wdr.B","dist.A.dist","reg.A.dist","ward.A.dist","dist","dist_sum","acceptWDR"
"368","iringa","mlandege","iringa.dc","iringa","iringa-mlandege-iringa.dc","mlandege-iringa.dc","mlandege-iringa.dc-iringa","mlandege","iringa.mc","iringa","mlandege-iringa.mc","mlandege-iringa.mc-iringa",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"369","iringa.manispaa","iringa.manispaa","iringa.mc","iringa","iringa.manispaa-iringa.manispaa-iringa.mc","iringa.manispaa-iringa.mc","iringa.manispaa-iringa.mc-iringa","kitanzini","iringa.mc","iringa","kitanzini-iringa.mc","kitanzini-iringa.mc-iringa",0,0,0.366666666666667,NA,0.366666666666667,NA
"370","iringa.mvumi","iringa.mvumi","chamwino.dc","dodoma","iringa.mvumi-iringa.mvumi-chamwino.dc","iringa.mvumi-chamwino.dc","iringa.mvumi-chamwino.dc-dodoma","iringamvumi","chamwino.dc","dodoma","iringamvumi-chamwino.dc","iringamvumi-chamwino.dc-dodoma",0,0,0.0277777777777779,NA,0.0277777777777779,"acceptWDR2"
"371","irunda","irunda","irunda","irunda","irunda-irunda-irunda","irunda-irunda","irunda-irunda-irunda","ifunda","iringa.dc","iringa","ifunda-iringa.dc","ifunda-iringa.dc-iringa",0.27037037037037,0.222222222222222,0.111111111111111,NA,0.603703703703704,NA
"372","isagala","wala","kwimba.dc","mwanza","isagala-wala-kwimba.dc","wala-kwimba.dc","wala-kwimba.dc-mwanza","walla","kwimba.dc","mwanza","walla-kwimba.dc","walla-kwimba.dc-mwanza",0,0,0.0666666666666668,NA,0.0666666666666668,"acceptWDR2"
"373","isale","isale","namanyere","namanyere","isale-isale-namanyere","isale-namanyere","isale-namanyere-namanyere","gisambalang","hanang.dc","manyara","gisambalang-hanang.dc","gisambalang-hanang.dc-manyara",0.453703703703704,0.26984126984127,0.278787878787879,NA,1.00233285233285,NA
"374","isale","isale","nkasi.dc","rukwa","isale-isale-nkasi.dc","isale-nkasi.dc","isale-nkasi.dc-rukwa","isale","nkasi.dc","rukwa","isale-nkasi.dc","isale-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"375","isale","isunta","namanyere","namanyere","isale-isunta-namanyere","isunta-namanyere","isunta-namanyere-namanyere","ikuna","njombe.dc","njombe","ikuna-njombe.dc","ikuna-njombe.dc-njombe",0.444444444444445,0.388888888888889,0.177777777777778,NA,1.01111111111111,NA
"376","isale","kakoma","nkasi.dc","rukwa","isale-kakoma-nkasi.dc","kakoma-nkasi.dc","kakoma-nkasi.dc-rukwa","kala","nkasi.dc","rukwa","kala-nkasi.dc","kala-nkasi.dc-rukwa",0,0,0.25,NA,0.25,NA
"377","isanga","chibelela","bahi.dc","dodoma","isanga-chibelela-bahi.dc","chibelela-bahi.dc","chibelela-bahi.dc-dodoma","chibelela","bahi.dc","dodoma","chibelela-bahi.dc","chibelela-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"378","isanga","isanga","bariadi.tc","simiyu","isanga-isanga-bariadi.tc","isanga-bariadi.tc","isanga-bariadi.tc-simiyu","isanga","bariadi.tc","simiyu","isanga-bariadi.tc","isanga-bariadi.tc-simiyu",0,0,0,NA,0,"acceptWDR0"
"379","isangawana","isangawana","chunya.dc","mbeya","isangawana-isangawana-chunya.dc","isangawana-chunya.dc","isangawana-chunya.dc-mbeya","sangambi","chunya.dc","mbeya","sangambi-chunya.dc","sangambi-chunya.dc-mbeya",0,0,0.291666666666667,NA,0.291666666666667,NA
"380","isangawana","matwiga","chunya.dc","mbeya","isangawana-matwiga-chunya.dc","matwiga-chunya.dc","matwiga-chunya.dc-mbeya","matwiga","chunya.dc","mbeya","matwiga-chunya.dc","matwiga-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"381","isangawana","mtanila","chunya.dc","mbeya","isangawana-mtanila-chunya.dc","mtanila-chunya.dc","mtanila-chunya.dc-mbeya","mtanila","chunya.dc","mbeya","mtanila-chunya.dc","mtanila-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"382","isangha","chibelela","bahi.dc","dodoma","isangha-chibelela-bahi.dc","chibelela-bahi.dc","chibelela-bahi.dc-dodoma","chibelela","bahi.dc","dodoma","chibelela-bahi.dc","chibelela-bahi.dc-dodoma",0,0,0,NA,0,"acceptWDR0"
"383","isangha","chibelela","dodoma.cc","dodoma","isangha-chibelela-dodoma.cc","chibelela-dodoma.cc","chibelela-dodoma.cc-dodoma","chihanga","dodoma.cc","dodoma","chihanga-dodoma.cc","chihanga-dodoma.cc-dodoma",0,0,0.351851851851852,NA,0.351851851851852,NA
"384","isangha","isangha","bahi.dc","dodoma","isangha-isangha-bahi.dc","isangha-bahi.dc","isangha-bahi.dc-dodoma","chipanga","bahi.dc","dodoma","chipanga-bahi.dc","chipanga-bahi.dc-dodoma",0,0,0.220238095238095,NA,0.220238095238095,NA
"385","isanzu","manda","momba.dc","songwe","isanzu-manda-momba.dc","manda-momba.dc","manda-momba.dc-songwe","msangano","momba.dc","songwe","msangano-momba.dc","msangano-momba.dc-songwe",0,0,0.233333333333333,NA,0.233333333333333,NA
"386","isazya","mkomba","momba.dc","songwe","isazya-mkomba-momba.dc","mkomba-momba.dc","mkomba-momba.dc-songwe","kamsamba","momba.dc","songwe","kamsamba-momba.dc","kamsamba-momba.dc-songwe",0,0,0.347222222222222,NA,0.347222222222222,NA
"387","isele","itunundu","iringa.dc","iringa","isele-itunundu-iringa.dc","itunundu-iringa.dc","itunundu-iringa.dc-iringa","itunundu","iringa.dc","iringa","itunundu-iringa.dc","itunundu-iringa.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"388","isenge","dutwa","bariadi.dc","simiyu","isenge-dutwa-bariadi.dc","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu","dutwa","bariadi.dc","simiyu","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"389","ishoroba","dutwa","bariadi.dc","simiyu","ishoroba-dutwa-bariadi.dc","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu","dutwa","bariadi.dc","simiyu","dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"390","isimani","kihorogota","iringa.dc","iringa","isimani-kihorogota-iringa.dc","kihorogota-iringa.dc","kihorogota-iringa.dc-iringa","kihorogota","iringa.dc","iringa","kihorogota-iringa.dc","kihorogota-iringa.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"391","isimike","saja","wanging.ombe.dc","njombe","isimike-saja-wanging.ombe.dc","saja-wanging.ombe.dc","saja-wanging.ombe.dc-njombe","saja","wanging.ombe.dc","njombe","saja-wanging.ombe.dc","saja-wanging.ombe.dc-njombe",0,0,0,NA,0,"acceptWDR0"
"392","isimike","utengule.usangu","mbarali.dc","mbeya","isimike-utengule.usangu-mbarali.dc","utengule.usangu-mbarali.dc","utengule.usangu-mbarali.dc-mbeya","utengule.usangu","mbarali.dc","mbeya","utengule.usangu-mbarali.dc","utengule.usangu-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"393","isisi","rujewa","mbarali.dc","mbeya","isisi-rujewa-mbarali.dc","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"394","isunta","isunta","namanyere","namanyere","isunta-isunta-namanyere","isunta-namanyere","isunta-namanyere-namanyere","ikuna","njombe.dc","njombe","ikuna-njombe.dc","ikuna-njombe.dc-njombe",0.444444444444445,0.388888888888889,0.177777777777778,NA,1.01111111111111,NA
"395","isunta","namanyer","nkasi.dc","rukwa","isunta-namanyer-nkasi.dc","namanyer-nkasi.dc","namanyer-nkasi.dc-rukwa","namanyere","nkasi.dc","rukwa","namanyere-nkasi.dc","namanyere-nkasi.dc-rukwa",0,0,0.0370370370370371,NA,0.0370370370370371,"acceptWDR2"
"396","isunta","namanyere","nkasi.dc","rukwa","isunta-namanyere-nkasi.dc","namanyere-nkasi.dc","namanyere-nkasi.dc-rukwa","namanyere","nkasi.dc","rukwa","namanyere-nkasi.dc","namanyere-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"397","isunura","igava","mbarali.dc","mbeya","isunura-igava-mbarali.dc","igava-mbarali.dc","igava-mbarali.dc-mbeya","igava","mbarali.dc","mbeya","igava-mbarali.dc","igava-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"398","isunura","mawindi","mbarali.dc","mbeya","isunura-mawindi-mbarali.dc","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya","mawindi","mbarali.dc","mbeya","mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"399","isuyu","gilya","bariadi.dc","simiyu","isuyu-gilya-bariadi.dc","gilya-bariadi.dc","gilya-bariadi.dc-simiyu","gilya","bariadi.dc","simiyu","gilya-bariadi.dc","gilya-bariadi.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"400","itaka","itaka","mbozi.dc","songwe","itaka-itaka-mbozi.dc","itaka-mbozi.dc","itaka-mbozi.dc-songwe","itaka","mbozi.dc","songwe","itaka-mbozi.dc","itaka-mbozi.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"401","itandula","ilembula","wanging.ombe.dc","njombe","itandula-ilembula-wanging.ombe.dc","ilembula-wanging.ombe.dc","ilembula-wanging.ombe.dc-njombe","ilembula","wanging.ombe.dc","njombe","ilembula-wanging.ombe.dc","ilembula-wanging.ombe.dc-njombe",0,0,0,NA,0,"acceptWDR0"
"402","itandula","wanging.ombe","wanging.ombe.dc","njombe","itandula-wanging.ombe-wanging.ombe.dc","wanging.ombe-wanging.ombe.dc","wanging.ombe-wanging.ombe.dc-njombe","wanging.ombe","wanging.ombe.dc","njombe","wanging.ombe-wanging.ombe.dc","wanging.ombe-wanging.ombe.dc-njombe",0,0,0,NA,0,"acceptWDR0"
"403","iteka.a","itenka","nsimbo.dc","katavi","iteka.a-itenka-nsimbo.dc","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"404","itekesha","kate","nkasi.dc","rukwa","itekesha-kate-nkasi.dc","kate-nkasi.dc","kate-nkasi.dc-rukwa","kate","nkasi.dc","rukwa","kate-nkasi.dc","kate-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"405","itengule","ihowanza","mufindi.dc","iringa","itengule-ihowanza-mufindi.dc","ihowanza-mufindi.dc","ihowanza-mufindi.dc-iringa","ihowanza","mufindi.dc","iringa","ihowanza-mufindi.dc","ihowanza-mufindi.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"406","itengule","malangali","mufindi.dc","iringa","itengule-malangali-mufindi.dc","malangali-mufindi.dc","malangali-mufindi.dc-iringa","malangali","mufindi.dc","iringa","malangali-mufindi.dc","malangali-mufindi.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"407","itenka","itenka","mpanda.dc","katavi","itenka-itenka-mpanda.dc","itenka-mpanda.dc","itenka-mpanda.dc-katavi","sibwesa","mpanda.dc","katavi","sibwesa-mpanda.dc","sibwesa-mpanda.dc-katavi",0,0,0.357142857142857,NA,0.357142857142857,NA
"408","itenka","itenka","nsimbo.dc","katavi","itenka-itenka-nsimbo.dc","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"409","itenka","itenka","tanganyika","tanganyika","itenka-itenka-tanganyika","itenka-tanganyika","itenka-tanganyika-tanganyika","tungamaa","pangani.dc","tanga","tungamaa-pangani.dc","tungamaa-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.375,NA,0.808333333333333,NA
"410","itenka.a","itenka","nsimbo.dc","katavi","itenka.a-itenka-nsimbo.dc","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"411","itenka.b","itenka","nsimbo.dc","katavi","itenka.b-itenka-nsimbo.dc","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc","itenka-nsimbo.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"412","itete","itete","malinyi.dc","morogoro","itete-itete-malinyi.dc","itete-malinyi.dc","itete-malinyi.dc-morogoro","itete","malinyi.dc","morogoro","itete-malinyi.dc","itete-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"413","itete","itete.njiwa","malinyi.dc","morogoro","itete-itete.njiwa-malinyi.dc","itete.njiwa-malinyi.dc","itete.njiwa-malinyi.dc-morogoro","itete","malinyi.dc","morogoro","itete-malinyi.dc","itete-malinyi.dc-morogoro",0,0,0.181818181818182,NA,0.181818181818182,"acceptWDR2"
"414","itete.juu","itete","malinyi.dc","morogoro","itete.juu-itete-malinyi.dc","itete-malinyi.dc","itete-malinyi.dc-morogoro","itete","malinyi.dc","morogoro","itete-malinyi.dc","itete-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"415","itete.juu","itete.njiwa","malinyi.dc","morogoro","itete.juu-itete.njiwa-malinyi.dc","itete.njiwa-malinyi.dc","itete.njiwa-malinyi.dc-morogoro","itete","malinyi.dc","morogoro","itete-malinyi.dc","itete-malinyi.dc-morogoro",0,0,0.181818181818182,NA,0.181818181818182,"acceptWDR2"
"416","itete.njiwa.nyumbani","itete","malinyi.dc","morogoro","itete.njiwa.nyumbani-itete-malinyi.dc","itete-malinyi.dc","itete-malinyi.dc-morogoro","itete","malinyi.dc","morogoro","itete-malinyi.dc","itete-malinyi.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"417","itika","mamba","mpimbwe.dc","katavi","itika-mamba-mpimbwe.dc","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"418","itimaa","gwalaa","songwe.dc","songwe","itimaa-gwalaa-songwe.dc","gwalaa-songwe.dc","gwalaa-songwe.dc-songwe","ngwala","songwe.dc","songwe","ngwala-songwe.dc","ngwala-songwe.dc-songwe",0,0,0.111111111111111,NA,0.111111111111111,"acceptWDR2"
"419","itimaa","ngwala","chunya.dc","mbeya","itimaa-ngwala-chunya.dc","ngwala-chunya.dc","ngwala-chunya.dc-mbeya","luwalaje","chunya.dc","mbeya","luwalaje-chunya.dc","luwalaje-chunya.dc-mbeya",0,0,0.277777777777778,NA,0.277777777777778,NA
"420","itindi","paramawe","nkasi.dc","rukwa","itindi-paramawe-nkasi.dc","paramawe-nkasi.dc","paramawe-nkasi.dc-rukwa","kabwe","nkasi.dc","rukwa","kabwe-nkasi.dc","kabwe-nkasi.dc-rukwa",0,0,0.341666666666667,NA,0.341666666666667,NA
"421","itindi","swahila","nkasi.dc","rukwa","itindi-swahila-nkasi.dc","swahila-nkasi.dc","swahila-nkasi.dc-rukwa","chala","nkasi.dc","rukwa","chala-nkasi.dc","chala-nkasi.dc-rukwa",0,0,0.292857142857143,NA,0.292857142857143,NA
"422","itobanilo","minepa","ulanga.dc","morogoro","itobanilo-minepa-ulanga.dc","minepa-ulanga.dc","minepa-ulanga.dc-morogoro","minepa","ulanga.dc","morogoro","minepa-ulanga.dc","minepa-ulanga.dc-morogoro",0,0,0,NA,0,"acceptWDR0"
"423","itosi","isale","nkasi.dc","rukwa","itosi-isale-nkasi.dc","isale-nkasi.dc","isale-nkasi.dc-rukwa","isale","nkasi.dc","rukwa","isale-nkasi.dc","isale-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"424","itumbi","matundasi","chunya.dc","mbeya","itumbi-matundasi-chunya.dc","matundasi-chunya.dc","matundasi-chunya.dc-mbeya","matundasi","chunya.dc","mbeya","matundasi-chunya.dc","matundasi-chunya.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"425","itumbula","ivuna","momba.dc","songwe","itumbula-ivuna-momba.dc","ivuna-momba.dc","ivuna-momba.dc-songwe","ivuna","momba.dc","songwe","ivuna-momba.dc","ivuna-momba.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"426","itunundu","itunundu","iringa.dc","iringa","itunundu-itunundu-iringa.dc","itunundu-iringa.dc","itunundu-iringa.dc-iringa","itunundu","iringa.dc","iringa","itunundu-iringa.dc","itunundu-iringa.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"427","iukululu","mlangali","mbozi.dc","songwe","iukululu-mlangali-mbozi.dc","mlangali-mbozi.dc","mlangali-mbozi.dc-songwe","mlangali","mbozi.dc","songwe","mlangali-mbozi.dc","mlangali-mbozi.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"428","ivuna","ivuna","momba.dc","songwe","ivuna-ivuna-momba.dc","ivuna-momba.dc","ivuna-momba.dc-songwe","ivuna","momba.dc","songwe","ivuna-momba.dc","ivuna-momba.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"429","ivuna","momba","sumbawanga.dc","rukwa","ivuna-momba-sumbawanga.dc","momba-sumbawanga.dc","momba-sumbawanga.dc-rukwa","ilemba","sumbawanga.dc","rukwa","ilemba-sumbawanga.dc","ilemba-sumbawanga.dc-rukwa",0,0,0.3,NA,0.3,NA
"430","iwalaje","iwalaje","chunya.dc","mbeya","iwalaje-iwalaje-chunya.dc","iwalaje-chunya.dc","iwalaje-chunya.dc-mbeya","luwalaje","chunya.dc","mbeya","luwalaje-chunya.dc","luwalaje-chunya.dc-mbeya",0,0,0.214285714285714,NA,0.214285714285714,"acceptWDR2"
"431","iwalanje","igava","mbarali.dc","mbeya","iwalanje-igava-mbarali.dc","igava-mbarali.dc","igava-mbarali.dc-mbeya","igava","mbarali.dc","mbeya","igava-mbarali.dc","igava-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"432","iwalanje","igawa","mbarali.dc","mbeya","iwalanje-igawa-mbarali.dc","igawa-mbarali.dc","igawa-mbarali.dc-mbeya","igava","mbarali.dc","mbeya","igava-mbarali.dc","igava-mbarali.dc-mbeya",0,0,0.133333333333333,NA,0.133333333333333,"acceptWDR2"
"433","iyala","luhanga","mbarali.dc","mbeya","iyala-luhanga-mbarali.dc","luhanga-mbarali.dc","luhanga-mbarali.dc-mbeya","luhanga","mbarali.dc","mbeya","luhanga-mbarali.dc","luhanga-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"434","iyara","luhanga","mbarali.dc","mbeya","iyara-luhanga-mbarali.dc","luhanga-mbarali.dc","luhanga-mbarali.dc-mbeya","luhanga","mbarali.dc","mbeya","luhanga-mbarali.dc","luhanga-mbarali.dc-mbeya",0,0,0,NA,0,"acceptWDR0"
"435","iyayi","luduga","wanging.ombe.dc","njombe","iyayi-luduga-wanging.ombe.dc","luduga-wanging.ombe.dc","luduga-wanging.ombe.dc-njombe","luduga","wanging.ombe.dc","njombe","luduga-wanging.ombe.dc","luduga-wanging.ombe.dc-njombe",0,0,0,NA,0,"acceptWDR0"
"436","iyula","iyula","mbozi.dc","songwe","iyula-iyula-mbozi.dc","iyula-mbozi.dc","iyula-mbozi.dc-songwe","iyula","mbozi.dc","songwe","iyula-mbozi.dc","iyula-mbozi.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"437","iyula.b","iyula","mbozi.dc","songwe","iyula.b-iyula-mbozi.dc","iyula-mbozi.dc","iyula-mbozi.dc-songwe","iyula","mbozi.dc","songwe","iyula-mbozi.dc","iyula-mbozi.dc-songwe",0,0,0,NA,0,"acceptWDR0"
"438","iyula.b","iyula","songwe.dc","songwe","iyula.b-iyula-songwe.dc","iyula-songwe.dc","iyula-songwe.dc-songwe","iyula","mbozi.dc","songwe","iyula-mbozi.dc","iyula-mbozi.dc-songwe",0.351851851851852,0,0,NA,0.351851851851852,"acceptWDR1"
"439","izazi","izazi","iringa.dc","iringa","izazi-izazi-iringa.dc","izazi-iringa.dc","izazi-iringa.dc-iringa","izazi","iringa.dc","iringa","izazi-iringa.dc","izazi-iringa.dc-iringa",0,0,0,NA,0,"acceptWDR0"
"440","izia","muze","sumbawanga.dc","rukwa","izia-muze-sumbawanga.dc","muze-sumbawanga.dc","muze-sumbawanga.dc-rukwa","muze","sumbawanga.dc","rukwa","muze-sumbawanga.dc","muze-sumbawanga.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"441","izigila","jikwiti","ulanga.dc","morogoro","izigila-jikwiti-ulanga.dc","jikwiti-ulanga.dc","jikwiti-ulanga.dc-morogoro","vigoi","ulanga.dc","morogoro","vigoi-ulanga.dc","vigoi-ulanga.dc-morogoro",0,0,0.438095238095238,NA,0.438095238095238,NA
"442","iñyonga","iñyonga","mlele.dc","katavi","iñyonga-iñyonga-mlele.dc","iñyonga-mlele.dc","iñyonga-mlele.dc-katavi","inyonga","mlele.dc","katavi","inyonga-mlele.dc","inyonga-mlele.dc-katavi",0,0,0.0952380952380952,NA,0.0952380952380952,NA
"443","jida","jida","jida","jida","jida-jida-jida","jida-jida","jida-jida-jida","ifunda","iringa.dc","iringa","ifunda-iringa.dc","ifunda-iringa.dc-iringa",0.425925925925926,0.388888888888889,0.25,NA,1.06481481481481,NA
"444","jida","jida","masasi.dc","mtwara","jida-jida-masasi.dc","jida-masasi.dc","jida-masasi.dc-mtwara","jida","masasi.tc","mtwara","jida-masasi.tc","jida-masasi.tc-mtwara",0.0740740740740742,0,0,NA,0.0740740740740742,"acceptWDR1"
"445","jija","jija","bariadi.dc","simiyu","jija-jija-bariadi.dc","jija-bariadi.dc","jija-bariadi.dc-simiyu","gilya","bariadi.dc","simiyu","gilya-bariadi.dc","gilya-bariadi.dc-simiyu",0,0,0.366666666666667,NA,0.366666666666667,NA
"446","jinjimili","jinjimili","magu.dc","mwanza","jinjimili-jinjimili-magu.dc","jinjimili-magu.dc","jinjimili-magu.dc-mwanza","jinjimili","magu.dc","mwanza","jinjimili-magu.dc","jinjimili-magu.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"447","kabage","sibwesa","tanganyika","tanganyika","kabage-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","bweni","pangani.dc","tanga","bweni-pangani.dc","bweni-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"448","kabage","sibwesa","tanganyika","tanganyika","kabage-sibwesa-tanganyika","sibwesa-tanganyika","sibwesa-tanganyika-tanganyika","mwera","pangani.dc","tanga","mwera-pangani.dc","mwera-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.323809523809524,NA,0.757142857142857,NA
"449","kabale","jinjimili","magu.dc","mwanza","kabale-jinjimili-magu.dc","jinjimili-magu.dc","jinjimili-magu.dc-mwanza","jinjimili","magu.dc","mwanza","jinjimili-magu.dc","jinjimili-magu.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"450","kabale","uingo","misungwi.dc","mwanza","kabale-uingo-misungwi.dc","uingo-misungwi.dc","uingo-misungwi.dc-mwanza","buhingo","misungwi.dc","mwanza","buhingo-misungwi.dc","buhingo-misungwi.dc-mwanza",0,0,0.0952380952380952,NA,0.0952380952380952,"acceptWDR2"
"451","kabatini","katuma","tanganyika","tanganyika","kabatini-katuma-tanganyika","katuma-tanganyika","katuma-tanganyika-tanganyika","tungamaa","pangani.dc","tanga","tungamaa-pangani.dc","tungamaa-pangani.dc-tanga",0.266666666666667,0.166666666666667,0.280555555555556,NA,0.713888888888889,NA
"452","kabila","kabila","kwimba.dc","mwanza","kabila-kabila-kwimba.dc","kabila-kwimba.dc","kabila-kwimba.dc-mwanza","nkalalo","kwimba.dc","mwanza","nkalalo-kwimba.dc","nkalalo-kwimba.dc-mwanza",0,0,0.253968253968254,NA,0.253968253968254,NA
"453","kabila","kabila","magu.dc","mwanza","kabila-kabila-magu.dc","kabila-magu.dc","kabila-magu.dc-mwanza","kisesa","magu.dc","mwanza","kisesa-magu.dc","kisesa-magu.dc-mwanza",0,0,0.333333333333333,NA,0.333333333333333,NA
"454","kabisile","nkung.ungu","chunya.dc","mbeya","kabisile-nkung.ungu-chunya.dc","nkung.ungu-chunya.dc","nkung.ungu-chunya.dc-mbeya","lupatingatinga","chunya.dc","mbeya","lupatingatinga-chunya.dc","lupatingatinga-chunya.dc-mbeya",0,0,0.447619047619048,NA,0.447619047619048,NA
"455","kabita","kabita","busega.dc","simiyu","kabita-kabita-busega.dc","kabita-busega.dc","kabita-busega.dc-simiyu","kabita","busega.dc","simiyu","kabita-busega.dc","kabita-busega.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"456","kabjaja","kabita","busega.dc","simiyu","kabjaja-kabita-busega.dc","kabita-busega.dc","kabita-busega.dc-simiyu","kabita","busega.dc","simiyu","kabita-busega.dc","kabita-busega.dc-simiyu",0,0,0,NA,0,"acceptWDR0"
"457","kabunde","mamba","mpimbwe.dc","katavi","kabunde-mamba-mpimbwe.dc","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc","mamba-mpimbwe.dc-katavi",0,0,0,NA,0,"acceptWDR0"
"458","kabungu","kabungu","tanganyika","tanganyika","kabungu-kabungu-tanganyika","kabungu-tanganyika","kabungu-tanganyika-tanganyika","marungu","tanga.cc","tanga","marungu-tanga.cc","marungu-tanga.cc-tanga",0.291666666666667,0.166666666666667,0.19047619047619,NA,0.648809523809524,NA
"459","kacheche","chala","nkasi.dc","rukwa","kacheche-chala-nkasi.dc","chala-nkasi.dc","chala-nkasi.dc-rukwa","chala","nkasi.dc","rukwa","chala-nkasi.dc","chala-nkasi.dc-rukwa",0,0,0,NA,0,"acceptWDR0"
"460","kadashi","kadashi","kwimba.dc","mwanza","kadashi-kadashi-kwimba.dc","kadashi-kwimba.dc","kadashi-kwimba.dc-mwanza","nkalalo","kwimba.dc","mwanza","nkalalo-kwimba.dc","nkalalo-kwimba.dc-mwanza",0,0,0.380952380952381,NA,0.380952380952381,NA
"461","kadashi","maligisu","kwimba.dc","mwanza","kadashi-maligisu-kwimba.dc","maligisu-kwimba.dc","maligisu-kwimba.dc-mwanza","maligisu","kwimba.dc","mwanza","maligisu-kwimba.dc","maligisu-kwimba.dc-mwanza",0,0,0,NA,0,"acceptWDR0"
"462","kadashi","maligisu","magu.dc","mwanza","kadashi-maligisu-magu.dc","maligisu-magu.dc","maligisu-magu.dc-mwanza","magu.mjini","magu.dc","mwanza","magu.mjini-magu.dc","magu.mjini-magu.dc-mwanza",0,0,0.3,NA,0.3,NA
